CODIGO;name;COD_P;description
FA10049370;Sulfametoxazol + Trimetoprim;104;Sulfametoxazol 400 mg/5 ml + Trimetoprim 80 mg/5 m
FA10049387;Proglumida;953;Proglumida 400 mg Comp
FA10049405;Meloxicam;773;Meloxicam 15 mg Sup
FA10049412;Carbocisteína;281;Carbocisteína 50 mg/ml Xar Fr 100 ml
FA10049420;Triamcinolona;1112;Triamcinolona 55 µg/dose Susp pulv nas Fr 120 dose
FA10049437;Oximetazolina;883;Oximetazolina 0.5 mg/ml Sol inal neb Nebuliz 15 ml
FA10049451;Meclozina;766;Meclozina 25 mg Comp
FA10049476;Bacitracina + Neomicina;1589;Bacitracina 0.5 mg/g + Neomicina 5.25 mg/g Pom Bis
FA10049483;Bacitracina + Neomicina;1589;Bacitracina 0.5 mg/g + Neomicina 5.25 mg/g Pom Bis
FA10049490;Neomicina;842;Neomicina 500 mg Cáps
FA10049501;Neomicina;842;Neomicina 500 mg Comp
FA10049558;Nicotina;849;Nicotina 10 mg/ml Sol pulv nas Fr 10 ml
FA10049565;Nitrofural;858;Nitrofural 2 mg/ml Sol cut Fr 125 ml
FA10049572;Nitrofural;858;Nitrofural 2 mg/ml Sol cut Fr 500 ml
FA10049580;Nitrofural;858;Nitrofural 2 mg/ml Sol cut Fr 1000 ml
FA10049597;Nizatidina;861;Nizatidina 150 mg Cáps
FA10049615;Io-hexol;694;Io-hexol 755 mg/ml Sol inj Fr 100 ml IA IT IV
FA10049622;Io-hexol;694;Io-hexol 755 mg/ml Sol inj Fr 50 ml IA IT IV
FA10049630;Hidroclorotiazida + Espironolactona;1507;Hidroclorotiazida 50 mg + Espironolactona 50 mg Co
FA10049686;Tirotricina + Cloreto de zinco;1768;Tirotricina 30 mg + Cloreto de zinco 400 mg Sol bu
FA10049693;Amoxicilina;8;Amoxicilina 375 mg/5 ml Pó susp oral Fr 150 ml
FA10049711;Hidromorfona;654;Hidromorfona 16 mg Cáps LM
FA10049736;Peróxido de benzoílo;911;Peróxido de benzoílo 100 mg/ml Líq cut Bisn 100 ml
FA10049768;Pancreatina;890;Pancreatina Cáps LP
FA10049775;Paracetamol + Ácido ascórbico;1822;Paracetamol 500 mg + Ácido ascórbico 250 mg Pó sol
FA10049790;Bromocriptina;18;Bromocriptina 2.5 mg Comp
FA10049800;Sildenafil;1016;Sildenafil 100 mg Comp
FA10049825;Benzilpenicilina sódica;2262;Benzilpenicilina sódica 1 M.U.I. Pó sol inj Fr IM
FA10049840;Hidróxido de alumínio;1196;Hidróxido de alumínio 240 mg Comp mast
FA10049857;Cianocobalamina;326;Cianocobalamina 1 mg Comp
FA10049871;Serenoa repens;1283;Serenoa repens 160 mg Cáps
FA10049896;Pilocarpina;918;Pilocarpina 40 mg/ml Col, sol Fr 10 ml
FA10049907;Pilocarpina;918;Pilocarpina 50 mg/ml Col, sol Fr 10 ml
FA10049914;Piperazina;921;Piperazina 125 mg/ml Xar Fr 120 ml
FA10049921;Ácido bórico + Retinol e outras associações;1985;Ácido bórico + Retinol e outras associações Pom Bi
FA10049946;Sulfato de bário;1039;Sulfato de bário 940.15 mg/g Pó susp rect Fr
FA10049953;Proglumetacina;952;Proglumetacina 200 mg Sup
FA10050012;Acemetacina;131;Acemetacina 60 mg Cáps
FA10050020;Enxofre + Resorcinol;1500;Enxofre 75 mg/g + Resorcinol 10 mg/g Cr Bisn 25 g
FA10050037;Tretinoína;1110;Tretinoína 0.5 mg/g Cr Bisn 40 g
FA10050044;Tretinoína;1110;Tretinoína 0.5 mg/g Cr Bisn 2 g
FA10050051;Tretinoína;1110;Tretinoína 0.5 mg/g Cr Bisn 5 g
FA10050069;Tretinoína;1110;Tretinoína 0.5 mg/g Cr Bisn 15 g
FA10050076;Tretinoína;1110;Tretinoína 0.5 mg/g Cr Bisn 60 g
FA10050083;Naproxeno;87;Naproxeno 500 mg Sup
FA10050090;Flucitosina;2106;Flucitosina 500 mg Cáps
FA10050101;Benzidamina;222;Benzidamina 500 mg/10 ml Sol vag Fr 10 ml
FA10050119;Dopamina;472;Dopamina 3.2 mg/ml Sol inj Fr 250 ml IV
FA10050133;Aspartato de arginina;192;Aspartato de arginina 500 mg Cáps
FA10050140;Ácido acetilsalicílico;117;Ácido acetilsalicílico 325 mg Comp eferv
FA10050158;Sertindol;2228;Sertindol 4 mg Comp
FA10050172;Salmeterol;1006;Salmeterol 25 µg/dose Susp pressu inal Recip press
FA10050180;Lidocaína;745;Lidocaína 8 mg/ml Sol inj Fr 250 ml IV
FA10050197;Glucose;630;Glucose 55 mg/ml Sol inj Fr 250 ml IV
FA10050208;Glucose;630;Glucose 55 mg/ml Sol inj Fr 10 ml IV
FA10050215;Glucose;630;Glucose 55 mg/ml Sol inj Fr 20 ml IV
FA10050222;Glucose;630;Glucose 55 mg/ml Sol inj Fr 50 ml IV
FA10050230;Glucose;630;Glucose 55 mg/ml Sol inj Fr 100 ml IV
FA10050286;Álcool isopropílico + Álcool propílico + Etilsulfato de mecetrónio;1702;Álcool isopropílico 450 mg/g + Álcool propílico 30
FA10050293;Álcool isopropílico + Álcool propílico + Etilsulfato de mecetrónio;1702;Álcool isopropílico 450 mg/g + Álcool propílico 30
FA10050304;Álcool isopropílico + Álcool propílico + Etilsulfato de mecetrónio;1702;Álcool isopropílico 450 mg/g + Álcool propílico 30
FA10050311;Álcool isopropílico + Álcool propílico + Etilsulfato de mecetrónio;1702;Álcool isopropílico 450 mg/g + Álcool propílico 30
FA10050329;Álcool isopropílico + Álcool propílico + Etilsulfato de mecetrónio;1702;Álcool isopropílico 450 mg/g + Álcool propílico 30
FA10050336;Sulfabenzamida + Sulfacetamida + Sulfatiazol;1618;Sulfabenzamida + Sulfacetamida + Sulfatiazol Cr va
FA10050343;Cetoconazol;320;Cetoconazol 20 mg/g Champô Fr 200 ml
FA10050375;Teofilina;1061;Teofilina 125 mg Cáps LP
FA10050382;Ciamemazina;325;Ciamemazina 40 mg/ml Sol oral Fr 30 ml xar.
FA10050390;Ácido cítrico + Citrato de sódio + Glucose;1658;Ácido cítrico + Citrato de sódio + Glucose Sol con
FA10050400;Tenoxicam;1060;Tenoxicam 20 mg Sup
FA10050418;Timolol;1082;Timolol 5 mg/ml Col, sol Fr 3 ml
FA10050425;Tiopental sódico;1088;Tiopental sódico 1000 mg Pó sol inj Fr IV
FA10050432;Ácido acetilsalicílico;117;Ácido acetilsalicílico 300 mg Comp
FA10050440;Ácido acetilsalicílico;117;Ácido acetilsalicílico 650 mg Comp LP
FA10050457;Brometo de distigmina;247;Brometo de distigmina 5 mg Comp
FA10050464;Carbonato de magnésio + Hidróxido de alumínio + Ácido algínico;1637;Carbonato de magnésio 8 mg/ml + Hidróxido de alumí
FA10050471;Topiramato;1101;Topiramato 50 mg Comp
FA10050514;Bromazepam;244;Bromazepam 12 mg Comp
FA10050578;Escina + Salicilato de dietilamina;1791;Escina 10 mg/g + Salicilato de dietilamina 50 mg/g
FA10050585;Oxerrutinas;1807;Oxerrutinas 20 mg/g Gel Bisn 40 g
FA10050592;Electrólitos + Glucose;1898;Sol DPCA Glucose 13.6 mg/ml Mg 0.25 mmol/l Sac dup
FA10050603;Pirantel;922;Pirantel 250 mg Comp
FA10050610;Tretinoína;1110;Tretinoína 10 mg Cáps
FA10050628;Glucosamina;629;Glucosamina 250 mg Cáps
FA10050635;Dimetindeno + Fenilefrina;1786;Dimetindeno 0.125 mg/ml + Fenilefrina 1.25 mg/ml G
FA10050650;Aciclovir;2;Aciclovir 50 mg/g Cr Bisn 40 g
FA10050667;Idoxuridina;669;Idoxuridina 50 mg/ml Sol cut Fr 5 ml
FA10050674;Tromantadina;1122;Tromantadina 10 mg/g Gel Bisn 20 g
FA10050681;Tromantadina;1122;Tromantadina 10 mg/g Gel Bisn 10 g
FA10050699;Tretinoína;1110;Tretinoína 0.5 mg/g Cr Bisn 50 g
FA10050700;Tretinoína;1110;Tretinoína 0.25 mg/g Cr Bisn 50 g
FA10050717;Multivitaminas;1874;Multivitaminas Infantil Emul inj Fr 10 ml IV
FA10050724;Ácido ascórbico;1168;Ácido ascórbico 500 mg Cáps
FA10050731;Retinol;981;Retinol 50000 U.I./g Pom oft Bisn 5 g
FA10050749;Adenosina + Nicotinamida + Sorbitol e outras associações;1943;Adenosina + Nicotinamida + Sorbitol e outras assoc
FA10050756;Atovaquona;196;Atovaquona 150 mg/ml Susp oral Fr 226 ml
FA10050763;Ácido nalidíxico;1177;Ácido nalidíxico 500 mg Comp
FA10050788;Iobitridol;695;Iobitridol 548.4 mg/ml Sol inj Fr 500 ml IV
FA10050795;Iobitridol;695;Iobitridol 548.4 mg/ml Sol inj Fr 50 ml IV
FA10050806;Iobitridol;695;Iobitridol 548.4 mg/ml Sol inj Fr 200 ml IV
FA10050813;Iobitridol;695;Iobitridol 548.4 mg/ml Sol inj Fr 100 ml IV
FA10050820;Iobitridol;695;Iobitridol 658.1 mg/ml Sol inj Fr 50 ml IV
FA10050838;Iobitridol;695;Iobitridol 658.1 mg/ml Sol inj Fr 60 ml IV
FA10050845;Iobitridol;695;Iobitridol 658.1 mg/ml Sol inj Fr 500 ml IV
FA10050852;Iobitridol;695;Iobitridol 658.1 mg/ml Sol inj Fr 150 ml IV
FA10050860;Lidocaína + Noradrenalina;1572;Lidocaína 36 mg/1.8 ml + Noradrenalina 22.5 µg/1.8
FA10050877;Lidocaína + Tetracaína;2216;Lidocaína 50 mg/g + Tetracaína 20 mg/g Pasta gengi
FA10050884;Albendazol;151;Albendazol 20 mg/ml Susp oral Fr 20 ml
FA10050891;Óxido de zinco + Talco;1706;Óxido de zinco 250 mg/g + Talco 125 mg/g Pom Bisn
FA10050910;Óleo de rícino;1294;Óleo de rícino 500 mg/g Emul oral Fr 30 g
FA10050934;Tacalcitol;1049;Tacalcitol 4 µg/g Pom Bisn 30 g
FA10050941;vacina contra hepatite B;1859;Vacina contra hepatite B 20 µg/1 ml Susp inj Ser 1
FA10050959;Cefuroxima;31;Cefuroxima 1500 mg Pó sol inj Fr IM IV
FA10050973;Pilocarpina + Timolol;1607;Pilocarpina 20 mg/ml + Timolol 5 mg/ml Col, sol Fr
FA10051000;Terbinafina;1063;Terbinafina 10 mg/g Gel Bisn 30 g
FA10051025;Amitriptilina + Perfenazina;1332;AmiTRIPTilina 25 mg + Perfenazina 2 mg Comp
FA10051064;Olanzapina;2916;OLANZapina 5 mg Comp orodisp
FA10051114;Etinilestradiol + Levonorgestrel;1520;Etinilestradiol 0.05 mg + Levonorgestrel 0.25 mg C
FA10051139;Zolmitriptano;1161;Zolmitriptano 2.5 mg Comp orodisp
FA10051146;Cetoconazol;320;Cetoconazol 20 mg/g Champô Saq 6 ml
FA10051153;Dexibuprofeno;428;Dexibuprofeno 400 mg Comp
FA10051160;Ceftizoxima;309;Ceftizoxima 2000 mg Pó sol inj Fr IM
FA10051228;Moxonidina;823;Moxonidina 0.3 mg Comp
FA10051235;Moxonidina;823;Moxonidina 0.4 mg Comp
FA10051274;Fluoxetina;60;Fluoxetina 4 mg/ml Sol oral Fr 200 ml
FA10051281;Ampicilina;176;Ampicilina 500 mg Pó sol inj Fr IV
FA10051299;Brometo de ipratrópio + Salbutamol;1374;Brometo de ipratrópio 20 µg/dose + Salbutamol 120
FA10051300;Brometo de ipratrópio + Salbutamol;1374;Brometo de ipratrópio 20 µg/dose + Salbutamol 120
FA10051317;Acetato de potássio;136;Acetato de potássio 99 mg/ml Sol inj Fr 500 ml IV
FA10051324;Ácido ascórbico;1168;Ácido ascórbico 1000 mg Comp
FA10051331;Ácido ascórbico;1168;Ácido ascórbico 1000 mg/5 ml Sol inj Fr 5 ml IM IV
FA10051349;Adrenalina;149;Adrenalina 2 mg/1 ml Sol inj Fr 1 ml ICardíaca IM
FA10051363;Cloranfenicol;370;Cloranfenicol 50 mg/ml Susp oral Fr 60 ml
FA10051388;Brimonidina;242;Brimonidina 2 mg/ml Col, sol Fr 2.5 ml
FA10051395;Brimonidina;242;Brimonidina 2 mg/ml Col, sol Fr 5 ml
FA10051406;Brimonidina;242;Brimonidina 2 mg/ml Col, sol Fr 10 ml
FA10051420;Flufenazina;566;Flufenazina, decanoato 25 mg/ml Sol inj Fr 10 ml I
FA10051438;Testosterona;1069;Testosterona 40 mg Cáps
FA10051445;Electrólitos + Glucose;1898;Sol DPCA Glucose 13.6 mg/ml Mg 0.25 mmol/l Sac dup
FA10051452;Flecainida;561;Flecainida 100 mg Comp
FA10051477;Candesartan;276;Candesartan 2 mg Comp
FA10051484;Dexpantenol;1193;Dexpantenol 50 mg/g Pom Bisn 3.5 g
FA10051491;Bezafibrato;15;Bezafibrato 200 mg Comp
FA10051502;Tetraciclina;1071;Tetraciclina 250 mg Cáps
FA10051534;Cloreto de potássio;378;Cloreto de potássio 149 mg/ml Sol inj Fr 20 ml IV
FA10051541;Cloranfenicol;370;Cloranfenicol 250 mg Comp
FA10051559;Cloranfenicol;370;Cloranfenicol 24 mg/ml Susp oral Fr 200 ml
FA10051566;Cloranfenicol;370;Cloranfenicol 24 mg/ml Susp oral Fr 100 ml
FA10051573;Cloreto de potássio;378;Cloreto de potássio 100 mg/ml Sol inj Fr 10 ml IV
FA10051580;Cloreto de potássio;378;Cloreto de potássio 100 mg/ml Sol inj Fr 20 ml IV
FA10051598;Cloreto de sódio + Etanol;1430;Cloreto de sódio 9 mg/ml + Etanol 50 mg/ml Sol inj
FA10051609;Cloreto de sódio + Etanol;1430;Cloreto de sódio 9 mg/ml + Etanol 50 mg/ml Sol inj
FA10051616;Cloreto de sódio + Etanol;1430;Cloreto de sódio 9 mg/ml + Etanol 50 mg/ml Sol inj
FA10051648;Ganciclovir;611;Ganciclovir 500 mg Pó sol inj Fr IV
FA10051655;Dicloxacilina;439;Dicloxacilina 500 mg Cáps
FA10051744;Eritromicina;501;Eritromicina 250 mg Comp
FA10051751;Fenobarbital;543;Fenobarbital 200 mg/1 ml Sol inj Fr 1 ml IM IV
FA10051769;Policarbófilo;934;Policarbófilo 625 mg Comp
FA10051776;Flubendazol;563;Flubendazol 20 mg/ml Susp oral Fr 60 ml
FA10051819;Tirilazad;1090;Tirilazad 1.5 mg/ml Sol inj Fr 70 ml IV
FA10051826;Tirilazad;1090;Tirilazad 1.5 mg/ml Sol inj Fr 30 ml IV
FA10051833;Tirilazad;1090;Tirilazad 1.5 mg/ml Sol inj Fr 100 ml IV
FA10051840;Oxitetraciclina;884;Oxitetraciclina 250 mg Cáps
FA10051858;Aciclovir;2;Aciclovir 50 mg/g Pom Bisn 5 g
FA10054758;Dexpantenol;1193;Dexpantenol 50 mg/g Pom Bisn 100 g
FA10054765;Estreptomicina + Neomicina;1593;Estreptomicina 20 mg/ml + Neomicina 1.25 mg/ml Xar
FA10054772;Enfuvirtida;2443;Enfuvirtida 90 mg Pó sol inj Fr SC
FA10054797;Hidrocortisona + Ureia;1556;Hidrocortisona 10 mg/g + Ureia 100 mg/g Cr Bisn 30
FA10054815;Peróxido de hidrogénio;912;Peróxido de hidrogénio 10 mg/g Cr Bisn 5 g
FA10054822;Peróxido de hidrogénio;912;Peróxido de hidrogénio 10 mg/g Cr Bisn 40 g
FA10054830;Calcipotriol;274;Calcipotriol 0.05 mg/g Pom Bisn 100 g
FA10054847;Clindamicina;40;Clindamicina 900 mg/6 ml Sol inj Fr 6 ml IV
FA10054861;Nitroglicerina;860;Nitroglicerina 2.5 mg/24 h Sist transd
FA10054879;Dinitrato de isossorbida;454;Dinitrato de isossorbida 120 mg Cáps LP
FA10054886;Heparina sódica + Salicilato de dietilamina + Mentol;1797;Heparina sódica 50 U.I./g + Salicilato de dietilam
FA10054893;Flupirtina;577;Flupirtina 150 mg Sup
FA10054904;Nimesulida;855;Nimesulida 50 mg Pó susp oral Saq
FA10044924;Sulpirida;1045;Sulpirida 5 mg/ml Sol oral Fr 200 ml
FA10044931;Sulpirida;1045;Sulpirida 200 mg Comp
FA10044949;Indometacina;72;Indometacina 25 mg Comp
FA10044963;Midazolam;81;Midazolam 15 mg/3 ml Sol inj Fr 3 ml IM IV Rectal
FA10044988;Dobesilato de cálcio + Hidrodextranossulfato de potássio;1788;Dobesilato de cálcio 20 mg/g + Hidrodextranossulfa
FA10044995;Lactulose;721;Lactulose 666.7 mg/ml Xar Fr 200 ml
FA10045015;Mebeverina;765;Mebeverina 200 mg Cáps LP
FA10045030;Benzoato de estradiol + Progesterona;1512;Benzoato de estradiol 5 mg/4 ml + Progesterona 50
FA10045079;Nilvadipina;854;Nilvadipina 16 mg Cáps LP
FA10045086;Eritromicina;501;Eritromicina 1000 mg Pó susp oral Saq
FA10045104;Erisimo officinalis;1249;Erisimo officinalis 10 mg Pastilha
FA10045111;Rivastigmina;995;Rivastigmina 3 mg Cáps
FA10045129;Policresaleno + Cinchocaína;1407;Policresaleno 100 mg + Cinchocaína 2.5 mg Sup
FA10045143;Piroxicam;98;Piroxicam 20 mg Comp disp
FA10045150;Prometazina;957;Prometazina 20 mg/g Cr Bisn 60 g
FA10045168;Polisulfato sódico de pentosano;1275;Polisulfato sódico de pentosano 100 mg/1 ml Sol in
FA10045175;Betametasona + Clotrimazol;1363;BETAmetasona 0.5 mg/g + Clotrimazol 10 mg/g Pom Bi
FA10045182;Indapamida;680;Indapamida 2.5 mg Cáps
FA10045190;Fluorometolona + Neomicina;1594;Fluorometolona 1 mg/ml + Neomicina 3.5 mg/ml Col,
FA10045200;Fluorometolona;575;Fluorometolona 1 mg/ml Col, susp Fr 5 ml
FA10045218;Omoconazol;874;Omoconazol 10 mg/g Cr Bisn 15 g
FA10045225;Aceglumato de deanol + Heptaminol;1298;Aceglumato de deanol 230 mg/10 ml + Heptaminol 180
FA10045240;Dexametasona + Framicetina;1474;DEXAmetasona 1 mg/g + Framicetina 3150 U.I./g Pom
FA10045257;Nadroparina cálcica;828;Nadroparina cálcica 1900 U.I. anti-Xa/0.2 ml Sol i
FA10045264;Tiagabina;1076;Tiagabina 10 mg Comp
FA10045271;Ácido 4-amino-3-hidroxibutírico;1728;Ácido 4-amino-3-hidroxibutírico 250 mg Comp
FA10045289;Idampramina;1199;Idampramina 180 mg Sup
FA10045296;Ginkgo biloba;616;Ginkgo biloba 40 mg Comp
FA10045307;Aceclidina;129;Aceclidina 20 mg/ml Col, pó e solv susp Fr
FA10045314;Glicerol;618;Glicerol 780 mg/g Gel rect Cânula
FA10045339;Glucagom;623;Glucagom 1 mg Pó sol inj Fr IM IV SC
FA10045353;Glucose + Cloreto de sódio;2379;Glucose 55 mg/ml + Cloreto de sódio 3 mg/ml Sol in
FA10045360;Glucose + Cloreto de sódio;2379;Glucose 55 mg/ml + Cloreto de sódio 3 mg/ml Sol in
FA10045378;Glucose + Cloreto de sódio;2379;Glucose 36 mg/ml + Cloreto de sódio 3 mg/ml Sol in
FA10045385;Glucose + Cloreto de sódio;2379;Glucose 36 mg/ml + Cloreto de sódio 3 mg/ml Sol in
FA10045392;Glucose + Cloreto de sódio;2379;Glucose 36 mg/ml + Cloreto de sódio 3 mg/ml Sol in
FA10045403;Griseofulvina;635;Griseofulvina 500 mg Comp
FA10045450;Ampicilina;176;Ampicilina 250 mg Pó sol inj Fr IM IV
FA10045474;Insulina humana + Insulina isofânica;1799;Insulina humana 20 U.I./ml + Insulina isofânica 80
FA10045481;Insulina humana + Insulina isofânica;1799;Insulina humana 30 U.I./ml + Insulina isofânica 70
FA10045499;Codergocrina;391;Codergocrina 3 mg/ml Sol oral Fr 50 ml
FA10045500;Rilmenidina;988;Rilmenidina 1 mg Comp
FA10045517;Pirlindol;930;Pirlindol 50 mg Comp
FA10045524;Glicofosfopeptical;620;Glicofosfopeptical 500 mg Cáps
FA10045549;Cilazapril;335;Cilazapril 5 mg Comp
FA10045556;Insulina isofânica;688;Insulina isofânica 100 U.I./ml Acção interm Susp i
FA10045570;Iodo + Ácido tânico + Mentol;2435;Iodo + Ácido tânico + Mentol Sol cut Fr 30 ml
FA10045588;Becanamicina;213;Becanamicina 5 mg/ml Col, sol Fr 10 ml
FA10045595;Carbonato de di-hidróxido de alumínio e sódio + Dimeticone;1756;Carbonato de di-hidróxido de alumínio e sódio 340
FA10045606;Cloropromazina;387;Cloropromazina 50 mg/2 ml Sol inj Fr 2 ml IV
FA10045613;Óxido de zinco + Ácido bórico + Ácido salicílico;1653;Óxido de zinco 95 mg/g + Ácido bórico 30 mg/g + Ác
FA10045620;Silimarina;1017;Silimarina 10 mg/g Susp oral Fr 200 ml
FA10045638;Electrólitos + Glucose;1898;Sol DPA Glucose 13.6 mg/ml Mg 0.25 mmol/l Sac c/ta
FA10045652;Sulfoguaiacolato de potássio + Bálsamo de tolu + Óleo essencial de terebintina;1993;Sulfoguaiacolato de potássio 2 mg/g + Bálsamo de t
FA10045660;Clorodiazepóxido + Brometo de clidínio;1372;Clorodiazepóxido 5 mg + Brometo de clidínio 2.5 mg
FA10045677;Lincomicina;746;Lincomicina 300 mg/1 ml Sol inj Fr 1 ml IM IV
FA10045684;Álcool polivinílico;1291;Álcool polivinílico 0.014 ml/ml Col, sol Fr 15 ml
FA10045691;Levocabastina;737;Levocabastina 0.5 mg/ml Sol inal neb Fr 10 ml
FA10045702;Levocabastina;737;Levocabastina 0.5 mg/ml Sol inal neb Fr 15 ml
FA10045710;Butirato de hidrocortisona;270;Butirato de hidrocortisona 1 mg/g Emul cut Fr 100
FA10045727;Flumetasona + Clioquinol;1415;Flumetasona 0.2 mg/g + Clioquinol 30 mg/g Cr Bisn
FA10045734;Ácido asiático;1169;Ácido asiático 2 g Pó pulv cut Saq
FA10045741;Levodopa + Benserazida;1348;Levodopa 100 mg + Benserazida 25 mg Cáps LP
FA10045759;Aspartato de magnésio;193;Aspartato de magnésio 1229.6 mg Pó sol oral Saq
FA10045766;Tiropramida;1092;Tiropramida 200 mg Cáps LP
FA10045773;Tiropramida;1092;Tiropramida 200 mg Sup
FA10045798;Rizatriptano;996;Rizatriptano 10 mg Comp
FA10045809;Fluoreto de sódio;574;Fluoreto de sódio 2.2 mg Comp
FA10045816;Fluoreto de sódio;574;Fluoreto de sódio 2 mg/ml Sol bucal Fr 100 ml
FA10045823;Fosfato tricálcico + Colecalciferol;1455;Fosfato tricálcico 600 mg + Colecalciferol 125 U.I
FA10045830;Cefepima;295;Cefepima 2000 mg Pó sol inj Fr IM IV
FA10045848;Tirotricina + Cloreto de cetilpiridínio + Oxibuprocaína;1759;Tirotricina 1 mg + Cloreto de cetilpiridínio 1 mg
FA10045855;Miconazol;806;Miconazol 20 mg/g Cr Bisn 30 g
FA10045862;Clotrimazol;42;Clotrimazol 10 mg/g Cr Bisn 40 g
FA10045870;Etinilestradiol + Gestodeno;1519;Etinilestradiol 0.02 mg + Gestodeno 0.075 mg Comp
FA10045894;Insulina humana + Insulina isofânica;1799;Insulina humana 20 U.I./ml + Insulina isofânica 80
FA10045912;Sobrerol;1022;Sobrerol 200 mg Pó sol oral Saq
FA10045920;Sobrerol;1022;Sobrerol 8 mg/ml Xar Fr 150 ml
FA10045937;Bifonazol;238;Bifonazol 10 mg/g Cr Bisn 15 g
FA10045969;Primidona;947;Primidona 250 mg Comp
FA10045976;Naproxeno;87;Naproxeno 500 mg Gran Saq
FA10045983;Doxilamina + Dicloverina + Piridoxina;1485;Doxilamina 10 mg + Dicloverina 10 mg + Piridoxina
FA10046028;Dimetindeno;453;Dimetindeno 4 mg Cáps LP
FA10046035;Oximetazolina + Cloreto de benzalcónio;1766;Oximetazolina 0.5 mg/ml + Cloreto de benzalcónio 0
FA10046050;Cianocobalamina + Piridoxina + Tiamina;1402;Cianocobalamina 0.2 mg + Piridoxina 200 mg + Tiami
FA10046067;Ácido niflúmico;1179;Ácido niflúmico 30 mg/g Pom Bisn 100 g
FA10046081;Fluticasona;582;Fluticasona 50 µg/dose Susp pulv nas Fr 120 dose(s
FA10046099;Nizatidina;861;Nizatidina 300 mg Cáps
FA10046100;Piracetam;97;Piracetam 1600 mg Pó sol oral Saq
FA10046117;Agomelatina 25mg comp;1736;Bassorina 620 mg/g + Amieiro negro 80 mg/g Gran Sa
FA10046124;Levomepromazina;742;Levomepromazina 25 mg/1 ml Sol inj Fr 1 ml IM
FA10046131;Polimixina B + Trimetoprim;1611;Polimixina B 10 M.U./ml + Trimetoprim 1 mg/ml Col,
FA10046149;Diclofenac;46;Diclofenac 25 mg Comp GR
FA10046156;Procaterol;950;Procaterol 0.05 mg Comp
FA10046188;Ácido salicílico + Cloreto de benzalcónio + Cloreto de zinco + Mentol;2003;Ácido salicílico + Cloreto de benzalcónio + Cloret
FA10046195;Cefpodoxima;304;Cefpodoxima 100 mg Comp
FA10046206;Estriol;512;Estriol 3.5 mg Óvulo
FA10046213;Amoxicilina;8;Amoxicilina 750 mg Comp
FA10046220;Diclofenac;46;Diclofenac 25 mg Comp
FA10046238;Hidrocortisona;653;Hidrocortisona 10 mg/g Pom Bisn 10 g
FA10046252;Peróxido de benzoílo;911;Peróxido de benzoílo 100 mg/ml Líq cut Bisn 150 ml
FA10046277;Bromocriptina;18;Bromocriptina 10 mg Cáps
FA10046284;Tramadol;111;Tramadol 100 mg Comp
FA10046291;Clorodiazepóxido;385;Clorodiazepóxido 5 mg Comp
FA10046302;Messalazina;786;Messalazina 1000 mg Sup
FA10046310;Hidróxido de alumínio + Hidróxido de magnésio;1557;Hidróxido de alumínio 200 mg + Hidróxido de magnés
FA10046327;Dipiridamol;457;Dipiridamol 25 mg Comp
FA10046341;Vitaminas + Ácido glutâmico + Cisteína + Glicina;1881;Vitaminas + Ácido glutâmico + Cisteína + Glicina C
FA10046380;Piroxicam;98;Piroxicam 10 mg Comp
FA10046398;Hidroxicloroquina;658;Hidroxicloroquina 400 mg Comp
FA10046409;Fenspirida;549;Fenspirida 2 mg/ml Xar Fr 200 ml
FA10046416;Ácido mefenâmico;1176;Ácido mefenâmico 250 mg Cáps
FA10046430;Mequitazina;780;Mequitazina 0.5 mg/ml Xar Fr 100 ml
FA10046448;Mesoglicano sódico;1215;Mesoglicano sódico 24 mg Cáps
FA10046455;Norgestrel + Valerato de estradiol;1999;Norgestrel + Valerato de estradiol Comp
FA10046462;Hidroxiprogesterona;659;Hidroxiprogesterona 250 mg/1 ml Sol inj Fr 1 ml IM
FA10046470;Proglumetacina;952;Proglumetacina 50 mg/g Pom Bisn 30 g
FA10046512;Ubidecarrenona;1127;Ubidecarrenona 10 mg Cáps
FA10046520;Betametasona + Clotrimazol + Gentamicina;1364;BETAmetasona 0.5 mg/g + Clotrimazol 10 mg/g + Gent
FA10046537;Betametasona + Clotrimazol + Gentamicina;1364;BETAmetasona 0.5 mg/g + Clotrimazol 10 mg/g + Gent
FA10046544;Dexcetoprofeno;426;Dexcetoprofeno 25 mg Comp
FA10046551;Tiocolquicosido + Escina;1506;Tiocolquicosido 1 mg/g + Escina 10 mg/g Pom Bisn 6
FA10046576;Tretinoína;1110;Tretinoína 0.25 mg/g Gel Bisn 30 g
FA10046583;0;0;Etofenamato 1000 mg/2 ml Sol inj Fr 2 ml IM
FA10046590;0;0;Etofenamato 100 mg/ml Emul cut Fr 200 ml
FA10046619;Piroxicam;98;Piroxicam 20 mg/1 ml Sol inj Fr 1 ml IM
FA10046626;Naproxeno;87;Naproxeno 100 mg/g Gel Bisn 100 g
FA10046633;Vitaminas + Sais minerais e outras associações;1982;Vitaminas + Sais minerais e outras associações Sol
FA10046697;Deflazacorte;418;Deflazacorte 30 mg Comp
FA10046708;Alfatocoferol + Retinol;1735;Alfatocoferol 70 mg + Retinol 30000 U.I. Comp mast
FA10046715;Vigabatrina;1140;Vigabatrina 500 mg Comp
FA10046730;Bicarbonato de sódio + Ácido tartárico + Bitartarato de potássio;1695;Bicarbonato de sódio 530 mg/g + Ácido tartárico 44
